,prices,market_caps,total_volumes
2023-12-18 02:00:10.241,1.0238395932424315e-05,6017647542.161135,448324803.5154777
2023-12-18 03:00:38.796,1.0050970142347956e-05,5925391111.731613,422909180.23975116
2023-12-18 04:00:32.314,1.0066408025902207e-05,5931206530.033128,416733777.6682357
2023-12-18 05:00:05.874,1.0093034231637495e-05,5941508452.262998,392260323.92772174
2023-12-18 06:00:03.489,1.0072777027824463e-05,5940284302.707148,391233326.0045905
2023-12-18 07:00:51.494,1.008131420767107e-05,5954042906.259051,364824996.9981594
2023-12-18 08:00:57.032,9.954551119610165e-06,5872224603.966993,387462889.69215053
2023-12-18 09:00:25.857,9.969975960279976e-06,5878064167.628653,357155744.08159214
2023-12-18 10:01:09.138,9.822876489650787e-06,5781943046.056127,365010275.4599149
2023-12-18 11:00:49.988,9.716029851896127e-06,5687880313.586623,392056941.83532006
2023-12-18 12:01:20.263,9.814192813472829e-06,5766635440.8082485,363814694.2274555
2023-12-18 13:00:32.359,9.788897606989706e-06,5774443081.025783,370097832.2078919
2023-12-18 14:00:45.710,9.934297773188704e-06,5852716964.16137,351001408.4654309
2023-12-18 15:00:08.544,1.0027512257096613e-05,5920798758.110158,340926749.3859045
2023-12-18 16:01:08.019,1.0026063221485144e-05,5912650849.395036,344624728.6506366
2023-12-18 17:01:25.207,1.0198760976254002e-05,6005141436.397467,355877264.23184586
2023-12-18 18:01:20.413,1.0218842841821468e-05,6052717272.967892,368253452.1260081
2023-12-18 19:00:40.015,1.0182895233326091e-05,5993678745.253407,332850113.54619765
2023-12-18 20:00:07.782,1.021921295565505e-05,6020004943.910381,334364763.8124751
2023-12-18 21:00:15.225,1.0277034168116482e-05,6073405731.299132,336159432.10482186
2023-12-18 22:00:25.477,1.0430376246522553e-05,6147964267.888995,350091151.6041048
2023-12-18 23:00:03.798,1.0436335243210189e-05,6164967227.353829,346080666.039079
2023-12-19 00:00:38.901,1.0411053801295827e-05,6139091445.022768,337687141.1698943
2023-12-19 01:01:20.993,1.0376234312361873e-05,6115635621.581563,317498042.235787
2023-12-19 02:00:27.254,1.0508202369000174e-05,6170951392.156628,324844204.21090764
2023-12-19 03:00:24.674,1.0405294146571176e-05,6133851362.792462,316485889.7138604
2023-12-19 04:01:05.098,1.042064101664139e-05,6138833039.296121,296702345.1402465
2023-12-19 05:00:32.769,1.04002868893629e-05,6123922074.381667,300731961.5130212
2023-12-19 06:00:10.491,1.045950467643587e-05,6149923351.633096,299868842.39170957
2023-12-19 07:00:26.084,1.0446618302180236e-05,6167399718.696748,298269759.9670481
2023-12-19 08:00:11.110,1.0536271784705802e-05,6219697146.508719,298007490.26223975
2023-12-19 09:01:17.394,1.0480691640878384e-05,6180646740.029754,286424007.3466913
2023-12-19 10:00:14.088,1.0440523284121695e-05,6152650526.440858,265359847.5555689
2023-12-19 11:00:51.497,1.0452821463320483e-05,6171102269.048377,244123137.56803355
2023-12-19 12:00:30.855,1.0418027006228346e-05,6150267017.77076,232002366.1948521
2023-12-19 13:00:23.545,1.034212424394225e-05,6073701632.278965,236210238.99504393
2023-12-19 14:01:18.453,1.0286029071653956e-05,6077808881.850155,234413297.7271244
2023-12-19 15:00:24.640,1.017057797356865e-05,6004113315.625586,228800495.54959407
2023-12-19 16:01:25.404,1.0152131344588675e-05,5987716837.429752,237337634.1164758
2023-12-19 17:00:09.078,1.0197418481592177e-05,6008606620.650326,229927910.4980338
2023-12-19 18:00:44.985,1.0046173835097394e-05,5946393215.247169,220447732.89710757
2023-12-19 19:00:27.222,1.0164381270885248e-05,5988084866.261963,215006890.5727
2023-12-19 20:00:20.298,1.015467951655225e-05,5973722466.302564,220051599.55008242
2023-12-19 21:00:06.479,1.0081568117931092e-05,5945952180.345991,219220254.3963196
2023-12-19 22:01:36.472,1.015354559544982e-05,5967616562.941417,208930221.596704
2023-12-19 23:00:13.652,1.009583310284688e-05,5945361119.497674,203105502.1565406
